Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method
Clothing,387.09,4,Wrong item,Returned,70,Male,City97,Gift Card,Next-Day
Home,368.74,5,Changed mind,Returned,55,Female,City64,Gift Card,Express
Clothing,153.62,4,,Not Returned,24,Male,City82,Debit Card,Express
Clothing,470.81,3,,Not Returned,21,Female,City35,PayPal,Express
Home,225.51,5,Defective,Returned,30,Female,City68,Gift Card,Next-Day
Clothing,416.7,3,,Not Returned,39,Female,City43,PayPal,Next-Day
Home,286.66,4,,Not Returned,49,Female,City96,PayPal,Express
Clothing,382.73,5,Defective,Returned,55,Male,City30,Credit Card,Next-Day
Books,386.45,3,Defective,Returned,65,Male,City31,Gift Card,Standard
Home,309.24,2,Changed mind,Returned,26,Male,City52,Credit Card,Express
Electronics,361.52,3,,Not Returned,24,Male,City32,Debit Card,Express
Electronics,134.39,3,Changed mind,Returned,41,Female,City21,PayPal,Express
Home,333.52,4,,Not Returned,35,Female,City26,Gift Card,Express
Toys,44.55,5,,Not Returned,38,Female,City30,Credit Card,Standard
Clothing,205.91,5,,Not Returned,41,Male,City30,Credit Card,Express
Books,27.96,4,Changed mind,Returned,67,Male,City10,Credit Card,Next-Day
Books,495.26,3,Wrong item,Returned,55,Male,City63,Gift Card,Next-Day
Books,443.42,1,,Not Returned,63,Male,City84,Credit Card,Standard
Clothing,364.71,3,,Not Returned,52,Male,City90,Credit Card,Next-Day
Clothing,193.4,5,Defective,Returned,22,Female,City98,PayPal,Next-Day
Electronics,495.08,4,Changed mind,Returned,39,Male,City11,Debit Card,Standard
Electronics,6.96,2,,Not Returned,33,Female,City61,Gift Card,Express
Home,193.67,1,Changed mind,Returned,64,Female,City12,Gift Card,Express
Electronics,247.07,2,Changed mind,Returned,46,Female,City26,Credit Card,Next-Day
Electronics,317.26,1,,Not Returned,36,Male,City3,Debit Card,Standard
Electronics,443.95,5,,Not Returned,27,Male,City55,Gift Card,Next-Day
Books,340.54,2,,Not Returned,18,Male,City36,Credit Card,Standard
Clothing,419.6,5,,Not Returned,50,Male,City1,Gift Card,Express
Books,493.5,4,,Not Returned,68,Female,City41,Gift Card,Express
Books,179.73,3,Changed mind,Returned,24,Female,City67,Debit Card,Express
Electronics,355.57,2,Defective,Returned,58,Female,City94,Credit Card,Next-Day
Electronics,205.96,3,Wrong item,Returned,55,Male,City21,Credit Card,Next-Day
Electronics,433.64,5,Wrong item,Returned,20,Male,City40,Debit Card,Next-Day
Toys,226.55,1,,Not Returned,44,Male,City51,Gift Card,Standard
Electronics,172.96,3,,Not Returned,52,Male,City45,Debit Card,Express
Books,414.61,4,,Not Returned,55,Male,City67,Gift Card,Standard
Toys,471.88,2,Defective,Returned,65,Female,City93,Debit Card,Express
Clothing,247.14,4,Defective,Returned,55,Male,City69,PayPal,Express
Electronics,286.24,3,Changed mind,Returned,70,Male,City23,Debit Card,Next-Day
Books,360.38,2,Wrong item,Returned,42,Male,City73,Credit Card,Next-Day
Electronics,278.29,3,Wrong item,Returned,24,Female,City35,Debit Card,Next-Day
Books,394.51,5,,Not Returned,67,Male,City26,Credit Card,Standard
Home,298.86,3,,Not Returned,62,Male,City38,PayPal,Express
Toys,196.71,4,,Not Returned,55,Female,City39,Gift Card,Standard
Books,39.38,1,,Not Returned,70,Female,City87,Gift Card,Express
Clothing,245.25,3,Defective,Returned,59,Male,City90,Debit Card,Standard
Electronics,66.58,2,,Not Returned,24,Male,City51,Debit Card,Express
Clothing,88.2,4,,Not Returned,19,Male,City99,PayPal,Standard
Home,196.03,2,Not as described,Returned,26,Female,City34,Gift Card,Standard
Toys,374.4,2,,Not Returned,39,Male,City91,Gift Card,Standard
Clothing,461.1,4,Defective,Returned,69,Male,City74,Gift Card,Express
Toys,328.41,4,,Not Returned,29,Male,City24,Gift Card,Express
Books,23.79,1,,Not Returned,32,Male,City27,PayPal,Next-Day
Toys,207.7,1,,Not Returned,66,Female,City86,Credit Card,Next-Day
Electronics,497.66,4,Not as described,Returned,18,Female,City6,Gift Card,Next-Day
Home,85.5,3,,Not Returned,20,Female,City6,Gift Card,Standard
Toys,375.85,4,Not as described,Returned,21,Female,City47,Gift Card,Next-Day
Home,348.91,5,,Not Returned,70,Female,City29,Credit Card,Standard
Electronics,213.99,4,,Not Returned,38,Female,City83,Credit Card,Express
Home,87.42,2,Wrong item,Returned,40,Male,City46,Debit Card,Express
Books,308.61,1,,Not Returned,47,Female,City32,PayPal,Standard
Toys,449.15,1,Changed mind,Returned,60,Male,City21,Credit Card,Next-Day
Clothing,277.94,1,Wrong item,Returned,69,Male,City61,Credit Card,Standard
Books,107.8,5,Changed mind,Returned,23,Female,City61,PayPal,Standard
Books,76.54,2,,Not Returned,45,Female,City44,Gift Card,Standard
Toys,289.35,3,,Not Returned,68,Female,City27,Gift Card,Next-Day
Books,106.5,4,,Not Returned,29,Female,City13,Credit Card,Next-Day
Clothing,423.3,4,,Not Returned,22,Female,City46,PayPal,Standard
Electronics,385.46,4,Defective,Returned,28,Female,City83,PayPal,Express
Clothing,306.76,5,,Not Returned,48,Male,City1,Credit Card,Express
Books,396.39,4,,Not Returned,22,Male,City63,Debit Card,Next-Day
Toys,261.55,2,Wrong item,Returned,18,Male,City74,PayPal,Express
Home,417.2,4,Defective,Returned,69,Female,City27,PayPal,Standard
Clothing,386.45,1,Wrong item,Returned,64,Male,City56,Credit Card,Express
Home,232.22,2,Not as described,Returned,67,Female,City44,Credit Card,Standard
Books,222.5,5,Changed mind,Returned,22,Female,City16,Gift Card,Next-Day
Toys,187.55,4,,Not Returned,29,Female,City82,PayPal,Express
Electronics,435.76,3,Wrong item,Returned,61,Male,City29,Debit Card,Standard
Books,438.14,5,Changed mind,Returned,63,Female,City96,Credit Card,Next-Day
Clothing,157.49,5,,Not Returned,65,Female,City16,Credit Card,Standard
Books,118.27,2,Not as described,Returned,62,Male,City20,PayPal,Standard
Home,122.41,4,,Not Returned,49,Male,City18,Credit Card,Standard
Electronics,412.51,1,,Not Returned,68,Male,City78,Gift Card,Standard
Clothing,424.32,1,Changed mind,Returned,66,Female,City60,Credit Card,Next-Day
Toys,185.25,1,,Not Returned,46,Male,City63,Credit Card,Standard
Books,329.6,4,,Not Returned,29,Male,City100,PayPal,Express
Home,49.43,5,,Not Returned,70,Male,City45,PayPal,Express
Home,47.29,2,Not as described,Returned,28,Male,City87,Debit Card,Standard
Toys,420.99,3,Not as described,Returned,50,Male,City21,Gift Card,Standard
Home,267,1,,Not Returned,29,Female,City49,PayPal,Express
Home,40.1,5,Wrong item,Returned,64,Female,City82,PayPal,Express
Home,232.39,3,Defective,Returned,37,Male,City81,Credit Card,Standard
Toys,359.53,4,,Not Returned,48,Male,City56,Credit Card,Standard
Home,7.05,2,,Not Returned,66,Female,City13,PayPal,Standard
Electronics,315.53,2,Wrong item,Returned,39,Male,City82,Debit Card,Express
Toys,355.22,5,,Not Returned,43,Female,City81,PayPal,Standard
Clothing,87.87,4,Not as described,Returned,58,Female,City56,PayPal,Standard
Toys,244.05,1,Defective,Returned,48,Female,City34,Gift Card,Standard
Toys,156.34,3,Wrong item,Returned,64,Female,City53,Debit Card,Express
Books,403.77,1,,Not Returned,36,Male,City1,Gift Card,Express
Electronics,74.64,5,,Not Returned,44,Male,City15,Debit Card,Next-Day
Clothing,56.83,1,Wrong item,Returned,57,Female,City93,Debit Card,Next-Day
Home,471.31,3,Wrong item,Returned,18,Female,City39,Credit Card,Express
Electronics,151.09,1,,Not Returned,42,Male,City81,Credit Card,Next-Day
Electronics,214.57,1,Not as described,Returned,69,Female,City73,PayPal,Next-Day
Toys,55.87,1,,Not Returned,56,Female,City2,PayPal,Next-Day
Home,430.76,2,Defective,Returned,68,Male,City49,Credit Card,Express
Home,67.58,4,Wrong item,Returned,45,Female,City66,PayPal,Next-Day
Home,448.39,5,,Not Returned,29,Male,City29,Gift Card,Next-Day
Books,225.97,5,Not as described,Returned,32,Male,City59,Credit Card,Standard
Home,207.3,3,,Not Returned,57,Female,City44,PayPal,Express
Clothing,76.05,4,Wrong item,Returned,28,Male,City63,PayPal,Standard
Clothing,370.92,4,,Not Returned,33,Female,City62,Gift Card,Next-Day
Home,79.19,2,,Not Returned,65,Male,City47,Gift Card,Express
Electronics,229.58,2,Wrong item,Returned,59,Female,City36,Debit Card,Express
Home,46.26,1,,Not Returned,70,Male,City13,Gift Card,Express
Books,395.81,5,Not as described,Returned,18,Male,City17,Debit Card,Next-Day
Clothing,262.1,2,Changed mind,Returned,24,Male,City74,Gift Card,Express
Electronics,305.49,2,,Not Returned,47,Female,City94,Debit Card,Next-Day
Electronics,186.47,2,,Not Returned,27,Female,City83,Gift Card,Standard
Electronics,457.92,4,Wrong item,Returned,28,Female,City66,Gift Card,Next-Day
Books,413.1,2,,Not Returned,50,Male,City14,Debit Card,Next-Day
Books,292.89,5,Not as described,Returned,59,Female,City22,Debit Card,Standard
Clothing,496.23,3,Wrong item,Returned,29,Male,City46,PayPal,Standard
Electronics,106.75,5,Not as described,Returned,33,Male,City68,Debit Card,Standard
Clothing,194.65,4,Defective,Returned,33,Female,City73,PayPal,Express
Electronics,75.38,3,,Not Returned,62,Male,City60,PayPal,Next-Day
Electronics,223.87,1,,Not Returned,42,Male,City60,PayPal,Next-Day
Home,11.85,4,,Not Returned,37,Female,City90,PayPal,Next-Day
Clothing,327.87,3,Changed mind,Returned,39,Male,City74,Credit Card,Express
Clothing,235.97,4,Not as described,Returned,60,Female,City87,Gift Card,Express
Books,23.32,3,,Not Returned,51,Male,City60,Debit Card,Express
Toys,385.06,5,,Not Returned,55,Female,City12,Credit Card,Next-Day
Toys,22.98,3,Not as described,Returned,18,Female,City82,Debit Card,Express
Electronics,96,4,,Not Returned,23,Male,City99,PayPal,Next-Day
Clothing,453.48,4,Wrong item,Returned,49,Female,City86,Credit Card,Next-Day
Toys,491.26,3,,Not Returned,20,Female,City86,Credit Card,Express
Books,282.74,1,Defective,Returned,38,Male,City75,PayPal,Standard
Books,358.35,1,,Not Returned,62,Male,City86,Debit Card,Express
Home,287.44,2,Not as described,Returned,39,Male,City19,PayPal,Standard
Toys,198.6,1,,Not Returned,45,Female,City78,PayPal,Express
Electronics,185.62,5,Defective,Returned,60,Female,City87,Gift Card,Next-Day
Home,381.27,4,Defective,Returned,63,Female,City58,PayPal,Next-Day
Books,88.62,3,Wrong item,Returned,65,Female,City31,Gift Card,Standard
Electronics,317.13,3,Wrong item,Returned,25,Male,City23,Gift Card,Express
Electronics,25.93,4,Changed mind,Returned,21,Female,City78,Debit Card,Express
Books,112.03,4,Wrong item,Returned,48,Male,City24,PayPal,Express
Books,340.82,3,,Not Returned,55,Male,City46,PayPal,Next-Day
Clothing,158.69,2,,Not Returned,29,Male,City61,Gift Card,Standard
Books,391.13,3,Changed mind,Returned,68,Male,City32,PayPal,Next-Day
Books,303.13,4,,Not Returned,57,Male,City90,Debit Card,Express
Electronics,168.57,4,,Not Returned,70,Female,City57,Credit Card,Standard
Clothing,10.95,4,Not as described,Returned,39,Male,City76,Debit Card,Standard
Electronics,274.22,5,,Not Returned,62,Male,City18,PayPal,Next-Day
Books,71.21,2,,Not Returned,48,Male,City44,Gift Card,Next-Day
Clothing,179.91,5,Defective,Returned,53,Male,City66,Gift Card,Express
Electronics,419.72,2,,Not Returned,63,Female,City37,Gift Card,Next-Day
Books,326.71,1,Defective,Returned,52,Male,City80,Debit Card,Next-Day
Toys,451.33,3,Changed mind,Returned,37,Male,City49,Debit Card,Next-Day
Books,86.56,5,,Not Returned,55,Female,City100,PayPal,Express
Books,68.68,1,Changed mind,Returned,24,Female,City37,PayPal,Express
Toys,432.97,2,Changed mind,Returned,21,Female,City3,Gift Card,Next-Day
Clothing,398.24,5,,Not Returned,57,Female,City98,Credit Card,Express
Clothing,139.17,2,,Not Returned,37,Male,City41,Gift Card,Standard
Clothing,81.14,2,,Not Returned,30,Male,City39,PayPal,Express
Toys,399.67,5,,Not Returned,39,Female,City95,Debit Card,Standard
Toys,377.86,3,,Not Returned,54,Male,City7,Gift Card,Next-Day
Electronics,465.34,1,,Not Returned,30,Male,City73,Debit Card,Express
Home,214.54,3,,Not Returned,31,Female,City38,Debit Card,Express
Home,182.24,1,,Not Returned,40,Male,City91,Credit Card,Next-Day
Toys,171.15,3,Wrong item,Returned,43,Female,City8,Credit Card,Express
Books,217.56,2,,Not Returned,56,Female,City97,Debit Card,Express
Electronics,328.51,5,Not as described,Returned,44,Female,City88,Credit Card,Next-Day
Toys,169.4,2,,Not Returned,69,Male,City6,Credit Card,Express
Home,490.08,2,,Not Returned,65,Female,City42,Credit Card,Next-Day
Home,374.27,2,,Not Returned,18,Male,City83,Credit Card,Standard
Electronics,163.26,1,Not as described,Returned,55,Female,City73,Credit Card,Express
Home,178.99,4,Wrong item,Returned,68,Female,City28,PayPal,Standard
Electronics,242.54,4,,Not Returned,65,Female,City85,Debit Card,Standard
Books,42.92,4,,Not Returned,37,Male,City9,Gift Card,Standard
Clothing,290.55,1,Wrong item,Returned,57,Male,City45,Credit Card,Standard
Electronics,350.14,4,Not as described,Returned,55,Male,City91,Credit Card,Standard
Toys,129.37,3,Wrong item,Returned,60,Female,City96,Debit Card,Next-Day
Clothing,111.71,3,Changed mind,Returned,69,Female,City90,Debit Card,Next-Day
Electronics,232.53,2,,Not Returned,67,Female,City59,Debit Card,Standard
Clothing,398.33,1,,Not Returned,45,Male,City80,Gift Card,Next-Day
Electronics,439.45,2,Defective,Returned,27,Female,City74,Credit Card,Next-Day
Clothing,353.86,1,Wrong item,Returned,18,Female,City70,Debit Card,Express
Electronics,73.43,5,Wrong item,Returned,44,Male,City32,Credit Card,Standard
Books,365.97,2,Changed mind,Returned,59,Female,City6,PayPal,Next-Day
Clothing,194.41,4,,Not Returned,66,Male,City8,Credit Card,Next-Day
Clothing,276.55,4,,Not Returned,53,Female,City59,Credit Card,Next-Day
Toys,493.47,3,Changed mind,Returned,35,Male,City10,Debit Card,Standard
Electronics,78.99,3,,Not Returned,40,Male,City27,PayPal,Express
Books,418.47,4,,Not Returned,53,Female,City24,Credit Card,Next-Day
Clothing,241.72,4,Wrong item,Returned,38,Male,City75,PayPal,Express
Toys,324.97,4,,Not Returned,69,Female,City36,Gift Card,Next-Day
Books,43.32,2,Wrong item,Returned,54,Female,City39,PayPal,Next-Day
Clothing,369.21,2,Wrong item,Returned,56,Female,City22,Credit Card,Express
Books,217.45,5,,Not Returned,35,Male,City23,Gift Card,Express
Books,242.48,1,Changed mind,Returned,34,Female,City15,Debit Card,Standard
Toys,61.78,3,Changed mind,Returned,49,Male,City98,Debit Card,Express
Books,305.99,4,Defective,Returned,55,Male,City19,Gift Card,Next-Day
Electronics,92.78,3,Wrong item,Returned,48,Female,City93,Gift Card,Next-Day
Clothing,406.67,2,,Not Returned,25,Female,City1,Gift Card,Express
Clothing,61.47,1,Wrong item,Returned,25,Female,City38,PayPal,Standard
Books,14.18,4,Changed mind,Returned,23,Male,City88,PayPal,Standard
Clothing,463.26,5,Defective,Returned,55,Female,City89,Gift Card,Express
Clothing,421.54,3,,Not Returned,61,Male,City92,Gift Card,Express
Books,471.97,1,,Not Returned,48,Female,City53,PayPal,Standard
Electronics,390.62,5,,Not Returned,39,Female,City38,Gift Card,Standard
Home,225.83,1,Wrong item,Returned,37,Female,City73,Debit Card,Next-Day
Clothing,284.99,2,,Not Returned,70,Male,City80,Gift Card,Express
Electronics,111.79,5,,Not Returned,21,Male,City99,Credit Card,Express
Electronics,143.59,2,,Not Returned,63,Male,City49,PayPal,Next-Day
Electronics,234.94,3,,Not Returned,45,Female,City97,Gift Card,Next-Day
Books,448.35,3,,Not Returned,38,Female,City29,Credit Card,Express
Books,377.08,5,Not as described,Returned,56,Female,City91,Gift Card,Standard
Home,348.74,4,,Not Returned,45,Female,City43,PayPal,Standard
Clothing,326.59,2,Changed mind,Returned,67,Female,City4,Debit Card,Standard
Home,368.05,3,,Not Returned,25,Male,City35,PayPal,Next-Day
Electronics,88.68,4,Defective,Returned,59,Male,City85,PayPal,Express
Toys,199.65,3,,Not Returned,41,Male,City25,Gift Card,Express
Home,464.71,4,Wrong item,Returned,37,Male,City87,Gift Card,Standard
Electronics,80.59,4,Defective,Returned,26,Female,City5,Gift Card,Next-Day
Home,290.5,2,Changed mind,Returned,38,Male,City96,Credit Card,Next-Day
Books,259.45,2,,Not Returned,50,Male,City71,PayPal,Next-Day
Books,55.66,5,Wrong item,Returned,44,Male,City14,Credit Card,Standard
Clothing,179.46,5,Changed mind,Returned,25,Male,City61,Debit Card,Standard
Clothing,266.87,5,Not as described,Returned,22,Female,City97,Debit Card,Next-Day
Books,251.4,4,Defective,Returned,64,Female,City54,Debit Card,Standard
Electronics,226.48,3,Defective,Returned,22,Male,City19,Gift Card,Express
Home,496.75,3,Not as described,Returned,63,Female,City45,PayPal,Express
Electronics,435.26,5,,Not Returned,24,Female,City67,Debit Card,Next-Day
Toys,417.58,4,Not as described,Returned,29,Male,City60,Debit Card,Express
Books,138.87,5,Changed mind,Returned,58,Male,City60,Gift Card,Express
Electronics,11.57,5,Changed mind,Returned,61,Male,City98,Credit Card,Express
Home,71.4,1,Changed mind,Returned,62,Female,City86,Credit Card,Standard
Electronics,333.3,4,,Not Returned,30,Female,City80,PayPal,Standard
Home,436.8,2,,Not Returned,65,Female,City68,Credit Card,Standard
Home,47.07,4,,Not Returned,24,Female,City31,Credit Card,Standard
Electronics,44.73,3,,Not Returned,30,Male,City30,PayPal,Next-Day
Toys,270.58,2,,Not Returned,62,Female,City44,Debit Card,Next-Day
Home,331.81,3,,Not Returned,24,Male,City80,PayPal,Express
Electronics,495.25,2,Changed mind,Returned,65,Male,City32,Credit Card,Standard
Toys,328.16,5,,Not Returned,28,Female,City12,Gift Card,Standard
Books,237.54,4,Defective,Returned,47,Male,City25,Debit Card,Next-Day
Electronics,165.4,5,,Not Returned,48,Female,City37,PayPal,Standard
Books,193.67,1,Defective,Returned,57,Male,City57,Debit Card,Next-Day
Clothing,405,3,Not as described,Returned,43,Female,City27,Credit Card,Standard
Home,323.48,5,,Not Returned,69,Male,City42,Credit Card,Next-Day
Toys,217.98,4,,Not Returned,29,Female,City57,Debit Card,Express
Books,129.75,1,Changed mind,Returned,62,Male,City94,Gift Card,Express
Home,161.7,3,,Not Returned,20,Female,City8,Credit Card,Express
Home,185.82,1,Changed mind,Returned,21,Male,City93,Debit Card,Standard
Books,144.87,2,Changed mind,Returned,55,Male,City98,Credit Card,Next-Day
Electronics,109.8,3,Defective,Returned,64,Male,City57,PayPal,Standard
Toys,412.52,2,Changed mind,Returned,53,Male,City65,Credit Card,Express
Clothing,80.22,4,,Not Returned,26,Male,City34,Debit Card,Standard
Books,356.8,3,,Not Returned,43,Female,City72,Gift Card,Standard
Toys,74,1,,Not Returned,31,Female,City72,Debit Card,Standard
Home,258.12,3,Wrong item,Returned,51,Male,City43,Gift Card,Express
Clothing,291.24,3,Changed mind,Returned,31,Female,City29,PayPal,Next-Day
